name,type,latitude,longitude,osm_id
Centre For Vision and Eye Surgery,hospital,12.8948311,80.2233057,node/7822259992
Jaya ENT Clinic,clinic,12.9110988,80.1564526,node/7822259994
Shri Sai Children's Hospital and Dental Clinic,hospital,12.912214,80.229384,node/7822259995
Sara Skin Clinic,clinic,12.933657,80.233537,node/7822259996
Anto Speciality Clinic,clinic,12.9163132,80.1902143,node/7822259997
Eashwar Multispeciality Clinic,clinic,12.9338927,80.2355344,node/7822259998
Homeopathic Clinic,clinic,12.9142526,80.1823512,node/7822259999
Rithika Netralaya Eye Clinic,clinic,12.9131433,80.1918203,node/7822260000
Sri Balaji Hospital,hospital,12.9178242,80.190331,node/7822260001
Santhosh Family Clinic,clinic,12.9145269,80.1538261,node/7822260002
Lakshminarayan Clinic,clinic,12.9153721,80.1530485,node/7822260003
S.V. Hospital,hospital,12.9069075,80.2026845,node/7822260004
Bethel Hospital,hospital,12.9114303,80.1563114,node/7822260005
Tharamai Child Care Clinic,clinic,12.9020392,80.2326608,node/7822260006
Sai Babaji's Accupuncture Centre,hospital,12.9186472,80.1712083,node/7822260007
SV Hospital,hospital,12.9319677,80.2326252,node/7822260009
Apollo Clinic,clinic,12.9337566,80.2331464,node/7822260010
Shanthi General Hospital,hospital,12.9233066,80.153003,node/7822260011
Dr. Nithiya Clinic,clinic,12.8994432,80.228171,node/7822260012
Vishwapraja Clinic,clinic,12.9255834,80.1495551,node/7822260013
Lakshana Ortho Centre,clinic,12.924333,80.151639,node/7822260015
Karthick Children's Hospital,hospital,12.9123221,80.192466,node/7822260016
Arun Hospital,hospital,12.9149784,80.1948032,node/7822260017
Radial Ortho Speciality Hospital,hospital,12.9131978,80.1915965,node/7822260018
Rayar Clinic,clinic,12.9424446,80.2397616,node/7822260020
Jayam Hospital,hospital,12.9498749,80.2381651,node/7822260021
Dr. Hema's Skin and Hair Clinic,clinic,12.9164281,80.1939427,node/7822260022
U.P. Clinic,clinic,12.9144308,80.194535,node/7822260024
Maternity and Child Care Hospital,hospital,12.9164866,80.1896622,node/7822260025
Green Land Heart Care Clinic,clinic,12.9162677,80.1921012,node/7822260026
Sanjeevi's Ayurveda Therapy Centre,hospital,12.9087161,80.1571623,node/7822260027
H.K. Clinic,clinic,12.9334179,80.2344666,node/7822260028
Jeevan Clinic,clinic,12.9095,80.156688,node/7822260030
Shri Balaji Diabetes Hospital,hospital,12.9150069,80.1929516,node/7822260032
Dhanvantri Multi Speciality,hospital,12.9402236,80.2412342,node/7822260033
Ramana Siddha Clinic,clinic,12.912552,80.161282,node/7822260034
Annai Teresa Hospital,hospital,12.9184999,80.1892056,node/7822260038
Dr. Kamakshi Multi Speciality Clinic,clinic,12.9188404,80.1874984,node/7822260039
Government Hospital,hospital,12.9073656,80.1571273,node/7822260040
Prayoga Hospital,hospital,12.918236,80.1525123,node/7822260043
Swaram Hospital and Speciality Clinic,hospital,12.9011793,80.2286,node/7822260044
Angel Child Clinic,clinic,12.9330206,80.2345155,node/7822260046
"Neurologist, Praveen Chander Clinic",clinic,12.9161405,80.1903834,node/7822260047
Cure and Care Family Clinic,clinic,12.9136451,80.2321791,node/7822260048
C-Dot Hospital,hospital,12.9072738,80.2027359,node/7822260051
Mugavari Eye Hospital and Research Institute,hospital,12.9167105,80.1921463,node/7822260055
Global Hospital,hospital,12.9060064,80.2072713,node/7822260056
Jeeva Clinic,clinic,12.9176778,80.170739,node/7822260057
Anbu Multi Speciality Clinic,clinic,12.9561969,80.1338146,node/7822543394
Avinash Ortho Hospital,hospital,12.9383762,80.1725401,node/7822543395
Swathi Clinic,clinic,12.9497553,80.1426332,node/7822543396
Dr. Kengadevi Nambiraj Clinic,clinic,12.9473369,80.1467822,node/7822543397
Om Sakti Clinic,clinic,12.9388007,80.1792831,node/7822543398
Kavitha Ortho and Multi Speciality Hospital,hospital,12.9502691,80.1513316,node/7822543399
Dr. Gomathi Hospital,hospital,12.955108,80.131944,node/7822543402
Sri Vinayaga Clinic,clinic,12.9208368,80.2015489,node/7822543403
Dr. Tamilarasan Clinic,clinic,12.9575583,80.1394665,node/7822543404
"Ray's Head, Neck Care Centre-ENT and Dental Clinic",hospital,12.9549234,80.1340441,node/7822543406
The Perima Clinic,clinic,12.9586767,80.1439954,node/7822543408
Meena Clinic,clinic,12.9370245,80.1820574,node/7822543409
S.M Clinic,clinic,12.9308777,80.2078664,node/7822543411
Dr. Sujatha Accupuncture Clinic,clinic,12.951173,80.146919,node/7822543412
Cuticle Skin Care Clinic,clinic,12.928255,80.202681,node/7822543413
Radial Ortho Clinic,clinic,12.934049,80.203583,node/7822543415
Sri Santhanakrishna Padmavati Health Care and Research Centre,hospital,12.9462077,80.1399766,node/7822543416
Triveni Nursing Home,clinic,12.957374,80.1453708,node/7822543417
Bethany Physiotherapy Centre,clinic,12.928455,80.2026963,node/7822543420
Dr. Shakuntala Venkatesh Nursing Home,clinic,12.935226,80.183132,node/7822543421
Janya Child Clinic,clinic,12.9287243,80.2008099,node/7822543422
Sri Venkateshwara Hospital,hospital,12.9540623,80.1339845,node/7822543423
Dr. Velmurugan Hospital,hospital,12.9296419,80.2029589,node/7822543424
Shree's Women Speciality Clinic,clinic,12.926507,80.2017237,node/7822543425
Sri Ram Hospital,hospital,12.9499064,80.1349811,node/7822543426
Premalatha Clinic,clinic,12.9583302,80.1360407,node/7822543427
Kidney Hospital and Diagnostic Centre,hospital,12.952496,80.137893,node/7822543429
AM Hospital,hospital,12.9344546,80.1819961,node/7822543430
Al-Aafiyah Clinic,clinic,12.9280018,80.2051951,node/7822543431
TB Hospital,hospital,12.9448167,80.1303935,node/7822543432
HCG Cancer Centre,hospital,12.9575434,80.143138,node/7822543433
Sayee Hospitals,hospital,12.9521949,80.1432074,node/7822543434
Ganga Devi Clinic,clinic,12.9485087,80.1469443,node/7822543436
Inbam Hospital,hospital,12.9339688,80.2041509,node/7822543438
Thanushika Hospital,hospital,12.9503116,80.1513212,node/7822543439
Kiruba Clinic,clinic,12.928347,80.202855,node/7822543440
Hindusthan Hospital,hospital,12.9393514,80.1806898,node/7822543444
Sneham Clinic,clinic,12.935996,80.204033,node/7822543445
Mother's Clinic,clinic,12.9349376,80.1825784,node/7822543446
Hima Bindhu Maternity Clinic,clinic,12.9505932,80.1446637,node/7822543447
Puthur Kattu,hospital,12.9478556,80.1370503,node/7822543448
Minks Homeo Clinic,clinic,12.9547249,80.1447551,node/7822543450
RKP Hospital,hospital,12.9379829,80.1799993,node/7822543452
KP Clinic,clinic,12.9438692,80.1550612,node/7822543454
Muthu Multi Speciality Hospital and Pharmacy,hospital,12.928263,80.200805,node/7822543455
Dr. Bharati Eye Clinic,clinic,12.9347158,80.1825728,node/7822543458
Kokila Siddha Hospital,hospital,12.960669,80.139703,node/7822543459
Shyam Child Care Clinic,clinic,12.9521469,80.1443271,node/7822543460
Dr. S.K Naturals,clinic,12.9522733,80.1432799,node/7822543461
Ambe Clinic,clinic,12.9519542,80.1450975,node/7822543463
Suji Siddha Clinic,clinic,12.947995,80.136977,node/7822543464
Smriti's Clinic,clinic,12.951829,80.1380888,node/7822543466
Chrompet Clinic,clinic,12.9503116,80.1382643,node/7822543467
Thomas Health Care Centre,hospital,12.9544931,80.1439701,node/7822543469
Raj Joty Eye Hospital,hospital,12.935221,80.181802,node/7822543471
Jeyasri Physio Clinic,clinic,12.9357745,80.1444777,node/7822543473
Dr. Vasunsara Devi Clinic,clinic,12.9456384,80.1474374,node/7822543474
Care and Cure Physiotherapy Clinic,clinic,12.9504412,80.1458087,node/7822543476
Sun Hospital,hospital,12.9537198,80.143246,node/7822543477
Hariharan Clinic,clinic,12.9384139,80.1753876,node/7822543478
KGS Clinic,clinic,12.95183,80.1454692,node/7822543481
Apollo Hospitals,hospital,12.9520555,80.1372784,node/7822543484
C.N. Clinic,clinic,12.947177,80.1467621,node/7822543486
Shailaja Hospital,hospital,12.9531004,80.1440661,node/7822543489
Dhanwantari Hospital,hospital,12.9452437,80.140022,node/7822543490
Dr. Ashok Kumar Children's Hospital,hospital,12.954659,80.134998,node/7822543491
Agasthiar Siddha Herbal Health Clinic,clinic,12.944771,80.148227,node/7822543492
Shri Heart and Diabetes Care Clinic,clinic,12.9520678,80.1447664,node/7822543493
Delicare Clinic,clinic,12.9384098,80.2053961,node/7822543494
Dr. R. Karu Shanmuga Karthik's Bone Joint and Spine Clinic,clinic,12.9393529,80.1831056,node/7822543496
Mahalakshmi Clinic,clinic,12.9513527,80.1381858,node/7822543497
Venus Accupoint,hospital,12.9422406,80.1381022,node/7822543498
Saraswathy Hospital,hospital,12.9425452,80.1405737,node/7822543500
V Cure Hospital,hospital,12.9280452,80.199546,node/7822543501
Al Elaj Accupressure and Health Centre,hospital,12.9569609,80.1424509,node/7822543502
Thyrocare,clinic,12.9453804,80.1360825,node/7822543504
V.S. Hospital,hospital,12.933726,80.1811973,node/7822543505
Child Care Clinic. Dr. Krithika,clinic,12.9358348,80.1636984,node/7822543508
Sathish Clinic,clinic,12.934834,80.213342,node/7822543509
Daisy Hospitals,hospital,12.9576893,80.1429026,node/7822543510
Shri Sarvesh Fertility and Childcare Clinic,clinic,12.9555946,80.133598,node/7822543511
Gayatri ENT Clinic,clinic,12.942584,80.140286,node/7822543512
Mother And Child Care Centre,clinic,12.9733615,80.1387424,node/7823212556
Al Shifa Cupping Clinic,clinic,12.9686121,80.1454769,node/7823212557
Shakthi Hospital,hospital,12.9753651,80.2543198,node/7823212559
Chennai Emergency Care Centre,hospital,12.9712805,80.132333,node/7823212561
JIP Hospital,hospital,12.9719872,80.1407516,node/7823212562
Dani Physio Clinic,clinic,12.9728845,80.2604704,node/7823212565
Dr. Habeb Child Care Hospital,hospital,12.9668133,80.144778,node/7823212567
Sri Jaya Hospital,hospital,12.9981038,80.0955575,node/7823212569
Hale and Healthy Hospitals,hospital,12.9757686,80.2590077,node/7823212570
Noble Super Speciality Clinic,clinic,12.9752589,80.2594925,node/7823212571
Turiya Care,clinic,12.9753853,80.2555078,node/7823212572
Rathna Hospital,hospital,13.0087475,80.1937172,node/7823212573
Dr. Ravi Kumar Ortho Clinic,clinic,12.9988186,80.0953268,node/7823212574
Deen Hospital,hospital,13.034339,80.1104925,node/7823212575
S.S. Hospital,hospital,13.0036449,80.2030844,node/7823212576
Sivanthi Heart Care,hospital,12.997158,80.0965483,node/7823212577
Gunam Hospital,hospital,12.9789547,80.0536595,node/7823212578
Dhanraj Hospital,hospital,13.0017797,80.2033269,node/7823212579
Nalam Hospital,hospital,13.0164671,80.1772853,node/7823212581
Women's Health Clinic,clinic,12.9699839,80.1464124,node/7823212583
Vijay Ortho and Eye Clinic,clinic,12.9970497,80.0965283,node/7823212585
Lakshmi Siddha Clinic,clinic,12.9731115,80.131336,node/7823212586
Chennai Hospital,hospital,12.973474,80.1307991,node/7823212587
Healthwise Clinic,clinic,13.0154658,80.1838246,node/7823212588
KS Women Wellness Centre and ENT Clinic,clinic,12.9717549,80.1420392,node/7823212589
Indhu Siddha Ayurveda Clinic,clinic,13.0358366,80.1346656,node/7823212591
Sri Nageshwara ENT Clinic,clinic,12.9989041,80.0949732,node/7823212592
Dr. Satya's Physiotherapy Clinic,clinic,12.9954309,80.0964106,node/7823212593
Lakshmi Homeo Care Clinic,clinic,12.9998914,80.0975431,node/7823212594
Nilaa Women's Care Clinic,clinic,12.9785202,80.1364766,node/7823212595
Illavenil Accupuncture Clinic,clinic,12.9976762,80.0950303,node/7823212596
Indra Clinic,clinic,13.0371387,80.1121067,node/7823212597
Dr. Aleem's Homoeo Clinic,clinic,12.9653707,80.2591196,node/7823212598
Ayyappa Clinic,clinic,12.9904869,80.0942602,node/7823212601
Sai Mind Care,clinic,13.0028361,80.1033642,node/7823212602
Deenan Health Care,hospital,12.9738819,80.1315486,node/7823212603
Sri Lakshmi Child Care,clinic,12.9926964,80.0954888,node/7823212604
Divine Clinic,clinic,12.9757761,80.1327778,node/7823212606
Promed Hospital,hospital,12.9751423,80.2582571,node/7823212607
Dr. JRK Hospital,hospital,12.9971757,80.0978782,node/7823212608
Seetha Lakshmi Clinic,clinic,12.9975885,80.0955218,node/7823212609
Happy Clinic Hospital,hospital,12.9693629,80.2566138,node/7823212610
Dharani Clinic,clinic,12.9730521,80.1373013,node/7823212611
Smiles Nature Cure,clinic,12.9726702,80.2595079,node/7823212613
Sashmi Care and Cure Homeopathic Clinic,clinic,12.992368,80.1024046,node/7823212615
Shadithya Hospital,hospital,12.9718921,80.1445381,node/7823212616
Yashwanth's Physiotherapy Clinic,clinic,12.9930997,80.0955322,node/7823212617
Sri Renga Clinic,clinic,13.036466,80.186442,node/7823212619
Bailey Opticals Eye Clinic,clinic,12.975069,80.133741,node/7823212621
Dr. Padam's Surgicare,clinic,12.9709386,80.1464761,node/7823212622
Jaya Sri Hospital,hospital,13.0027883,80.207025,node/7823212623
Kedar Hospital,hospital,13.0441663,80.1364773,node/7823212624
Sugam Clinic,clinic,12.999326,80.09726,node/7823212627
Sri Vigneshwara Poly Clinic,clinic,12.9788234,80.05346,node/7823212628
"Dermalaya, Skin & Hair Laser Clinic",clinic,12.9785736,80.1363228,node/7823212629
Sai Nursing Home and Maternity Hospital,hospital,13.0372175,80.1136836,node/7823212630
Kaanthi Makapperu Hospital,hospital,13.003406,80.2063632,node/7823212631
Re Active Physiotherapy Clinic,clinic,12.9718026,80.1388375,node/7823212632
Medforte Health Care,hospital,12.9700475,80.1499015,node/7823212633
KO's Skin and Hair Clinic,clinic,12.9731545,80.1386876,node/7823212634
Dr. Vanthana Suresh Clinic,clinic,12.9976488,80.0947282,node/7823212636
Sneha General Surgical Clinic,clinic,12.9710055,80.1338894,node/7823212637
Thanigai Medical & Clinic,clinic,12.9959933,80.0931972,node/7823212638
Contonment Board General Hospital,hospital,12.97059,80.148318,node/7823212640
Sri Sai Clinic,clinic,12.9829583,80.2539494,node/7823415015
Shri Gurukrupa Clinic,clinic,12.9962691,80.2638132,node/7823415016
Dr. Vasantha's Eye Clinic,clinic,13.0221852,80.259708,node/7823415017
Synapse Pain and Spine Clinic,clinic,12.9956385,80.2660055,node/7823415018
Corporation Hospital,hospital,12.9915347,80.2615046,node/7823415020
Relief Dental Hospitals,hospital,12.978253,80.258947,node/7823415021
RR Clinic,clinic,12.9960029,80.2630762,node/7823415022
Dr. Baranee's Sukra Diabetes Care,clinic,12.9954269,80.2682429,node/7823415023
Best Siddha Clinic,clinic,12.9866722,80.2622141,node/7823415025
Sri Sarada Ayurveda Clinic,clinic,13.0297211,80.2606156,node/7823415026
Dr. Vasantha Clinic,clinic,13.0292453,80.2602795,node/7823415029
Drabaranam Pulmonology Clinic,clinic,12.9863661,80.2601508,node/7823415030
Jeeva ENT Clinic,clinic,12.9796957,80.2595179,node/7823415031
Dr. Vasanthi Clinic,clinic,13.0544077,80.2779849,node/7823415032
Accu Hospital,hospital,13.041251,80.267354,node/7823415033
Leela Eye Clinic,clinic,12.985598,80.2585613,node/7823415035
The Homeo Clinic,clinic,12.9963121,80.2637162,node/7823415036
Kalyani Hospital,hospital,13.0512111,80.273209,node/7823415037
Dr. N. Sekar,clinic,13.0375294,80.2658475,node/7823415038
Ashwath Health Care,clinic,13.0397241,80.2685888,node/7823415039
Jeyam Gastro Clinc,clinic,12.9962821,80.2641614,node/7823415042
Rekha Multispeciality Clinic,clinic,12.9940564,80.2694554,node/7823415043
The Chennai Speciality Clinic,clinic,12.9949549,80.2629482,node/7823415044
The Madras Pain Clinic,clinic,12.9790513,80.2584981,node/7823415045
Sai Clinic,clinic,13.042349,80.2664963,node/7823415046
Akshaya Poly Clinic,clinic,12.9964001,80.2626006,node/7823415047
Triveni Hospital,hospital,13.0385371,80.2581929,node/7823415048
SMK Hospital,hospital,12.986383,80.260187,node/7823415049
Dr. Prema Womens Clinic,clinic,12.9969555,80.2582848,node/7823415050
K.S. Subramanian Child Specialist,clinic,12.9978588,80.2585578,node/7823415052
Dr. Kavitha Iyer's Orthodontics & Dental Centre,clinic,12.9832651,80.2559655,node/7823415053
B.K. Clinic,clinic,13.0532206,80.2726053,node/7823415055
Uma Sankaran Siddha Hospital,hospital,12.9916719,80.2624479,node/7823415056
Sai Neuro Clinic,clinic,13.0318707,80.2595716,node/7823415057
Vethathiri Maharishi Siddha Clinic,clinic,12.9815891,80.2643211,node/7823415058
Vasantha Hospital,hospital,13.0490602,80.2747953,node/7823415059
Elixir Multi Speciality Centre,clinic,13.034819,80.2580026,node/7823415060
Orthomed Hospital,hospital,13.0454703,80.2668731,node/7823415061
Akshi Vision Therapy,clinic,12.994316,80.2661832,node/7823415063
Remedy Clinic,clinic,12.9767853,80.2587762,node/7823415064
Mint Hospitals,hospital,13.0013494,80.258796,node/7823415065
Sri Sai Homoeo Clinic,clinic,12.982038,80.261741,node/7823415067
Sri Sai Speciality Clinic,clinic,13.0373228,80.2612955,node/7823415068
Nanthini Speciality Clinic,clinic,12.9964116,80.2642007,node/7823415071
Appasamy Pillai Bone Setting Clinic,clinic,12.9827116,80.2543207,node/7823415072
Tharu Clinic,clinic,12.9812766,80.2638733,node/7823415073
Sujetha Clinic,clinic,12.993602,80.2619646,node/7823415074
Dr. K.Chandra ENT Clinic,clinic,12.9802929,80.2594242,node/7823415076
Sri Saradha Eye Clinic,clinic,12.9854883,80.2590444,node/7823415079
Saanvi Fertility Centre Urology and Stone Centre,hospital,13.0436591,80.2639406,node/7823415083
The Crescent Hospital,hospital,13.0528771,80.2727865,node/7823415084
Chennai Urology Clinic,clinic,13.0428357,80.2620778,node/7823415085
Syma Hospital,hospital,13.0546321,80.2774772,node/7823415087
Sri Parthasarathy Hospital,hospital,13.0547617,80.2756509,node/7823415088
Children's Clinic,clinic,13.0374881,80.2678508,node/7823415089
Sreehareeyam Ayurveda,clinic,12.9787624,80.2580809,node/7823415090
Ashwini Hospital,hospital,12.9890173,80.2599586,node/7823415091
Vijayganga Speciality Care,clinic,13.042006,80.2665,node/7823415092
Homeopathy Clinic,clinic,13.0554568,80.2771022,node/7823415093
Jayam Polyclinic,clinic,12.9956803,80.2692643,node/7823415094
Revathi Child Care Clinic,clinic,13.056806,80.199977,node/7823776192
Aishwarya Clinic,clinic,13.0398827,80.1936068,node/7823776193
Spn Orthopaedic Clinic,clinic,13.052893,80.20767,node/7823776194
R.S. Hospital,hospital,13.0549375,80.2068588,node/7823776196
Arun Vijaya Hospitals,hospital,13.038873,80.192755,node/7823776197
Pranic Health,clinic,13.0624604,80.24239,node/7823776199
Lakshana Physiotherapy,clinic,13.051432,80.199068,node/7823776200
Prime Health Care Clinics,clinic,13.0522176,80.2056967,node/7823776203
Swathy Clinic,clinic,13.0488672,80.1938731,node/7823776205
Jayanthi Skin and Bone Care Clinic,clinic,13.0463215,80.1862225,node/7823776206
Anub Sivam Clinic,clinic,13.0385615,80.1959333,node/7823776207
Dr. J. Sarojini Homoeopathic Clinic,clinic,13.0509757,80.2034981,node/7823776208
C.M. Hospital,hospital,13.0553167,80.2012868,node/7823776209
Shri Sai Skin and Eye Clinic,clinic,13.0580674,80.1990412,node/7823776210
Pulmo Care,clinic,13.0489648,80.193165,node/7823776211
Sucha Eye Cure,clinic,13.0393234,80.1931668,node/7823776212
Shali Day & Night Hospital,hospital,13.051996,80.204702,node/7823776213
Ponni Nursing Home,clinic,13.0554821,80.1995444,node/7823776214
Koncept Hospitals,hospital,13.051051,80.243818,node/7823776215
Sri Venkateswara Clinic,clinic,13.0484913,80.1895556,node/7823776216
Diawin Multi Speciality Siddha Hospital,hospital,13.0520108,80.2076585,node/7823776217
JKR Clinic,clinic,13.0510747,80.2007559,node/7823776219
Skin Doctor,clinic,13.0567527,80.2462554,node/7823776220
G G Hospital,hospital,13.0554543,80.2477343,node/7823776221
Madhu Clinic,clinic,13.0524295,80.2073763,node/7823776222
K R S Hospitals,hospital,13.0616711,80.2434943,node/7823776223
Dr. Rajaram Clinic,clinic,13.0619929,80.2412336,node/7823776224
Sterling Hospitals,hospital,13.0616367,80.243704,node/7823776225
Lily Shantha Hospital,hospital,13.0516365,80.1939117,node/7823776227
Dr. A. Aravind Clinic,clinic,13.0381951,80.1924907,node/7823776228
Chitra Clinic,clinic,13.0542711,80.2078101,node/7823776229
Dr. Maibbar Hospital,hospital,13.0594426,80.2459459,node/7823776231
Ruban Moses Clinic,clinic,13.0486566,80.1920141,node/7823776232
Swastik Hospital,hospital,13.0539266,80.1991968,node/7823776233
Cura Health Plus,clinic,13.0518895,80.1919214,node/7823776234
Sri Varma and Spine Care Centre,clinic,13.0422476,80.1943253,node/7823776236
Sri Sai Swamy Clinic,clinic,13.0592237,80.243411,node/7823776237
American Eye Care Centre,clinic,13.0417465,80.1954994,node/7823776239
SV Vision & Dental Care,clinic,13.0535204,80.2036821,node/7823776240
Sakthi Natural Fertility Care,clinic,13.0529876,80.2038876,node/7823776242
Sakthi Nursing Home,clinic,13.0585803,80.2012135,node/7823776243
N.R.G. Multispeciality Clinic,clinic,13.0542347,80.1985381,node/7823776244
Standard Hospital,hospital,13.0526943,80.1899425,node/7823776246
Herba Clinic,clinic,13.0554179,80.1972002,node/7823776247
Vijay Anand Clinic,clinic,13.0496363,80.1895753,node/7823776248
MM Hospital,hospital,13.0527721,80.191781,node/7823776250
Lister Metropolis,clinic,13.0519687,80.2062705,node/7823776251
Dr. R. Muthukumar ENT Surgeon,clinic,13.0519538,80.1922401,node/7823776252
Arun Hospital,hospital,13.0514652,80.2031882,node/7823776253
Krishna Geetham Vaidyasala,hospital,13.0538214,80.1989274,node/7823776254
Ezhilarasi Clinic,clinic,13.053108,80.199343,node/7823776256
D` Mas Joint & Sports Injury Clinic,clinic,13.0579005,80.2455045,node/7823776257
Jayam Diabetes Speciality Clinic,clinic,13.0511518,80.1922599,node/7823776258
Malar Homeopath Clinic,clinic,13.046215,80.1868077,node/7823776260
Agm Hospital,hospital,13.0802093,80.2522439,node/7824965206
Orient Clinics,clinic,13.0860428,80.2656345,node/7824965208
Dr. Sambandam Eye Hospital,hospital,13.0886474,80.2416011,node/7824965209
Sugumar Hospital,hospital,13.0828855,80.2709938,node/7824965211
Dr. V.G.K Memorial Homeo Clinic,clinic,13.0881756,80.2418747,node/7824965212
Ranjith Hospital,hospital,13.0888843,80.2418555,node/7824965213
Akn Nursing Home,clinic,13.0885541,80.2421118,node/7824965214
Mythili Hospitals,hospital,13.0704319,80.2421491,node/7824965216
Metropolis Healthcare,clinic,13.07127,80.262082,node/7824965217
Navakar I Care,clinic,13.0864725,80.2656477,node/7824965218
Nandita's Clinic,clinic,13.0719723,80.2409391,node/7824965220
Santosham Chest Hospital,hospital,13.0746638,80.2537976,node/7824965221
Tune 32 Hospital,hospital,13.0715459,80.2622655,node/7824965222
Pandalai Hospital,hospital,13.0771575,80.2450769,node/7824965223
Premier Health Centre,clinic,13.079584,80.257578,node/7824965224
Centre For Gastro Esophageal Disorders,hospital,13.0786423,80.2540859,node/7824965225
Be Well Hospital,hospital,13.0807479,80.2340062,node/7824965227
Padma Clinic & Nursing Home,clinic,13.076912,80.233925,node/7824965228
Puttur Kattu Hospital,hospital,13.0812406,80.2506114,node/7824965229
Vinayagam Clinic,clinic,13.0752787,80.2705092,node/7824965230
Dr. Ilavarasan Ortho Clinic,clinic,13.074758,80.2555444,node/7824965231
An-Noor Eye Hospital,hospital,13.0849581,80.2669979,node/7824965232
Nalam Clinic,clinic,13.0747088,80.2688425,node/7824965233
Dr. Arjun Thomas Clinic,clinic,13.0755581,80.27068,node/7824965234
TMM Eye Centre,clinic,13.082126,80.263297,node/7824965235
Herbzalive Ayurveda Hospital,hospital,13.0793874,80.2473996,node/7824965237
Meta Hospital,hospital,13.0826737,80.2705905,node/7824965238
Vardhman Multispeciality,clinic,13.090224,80.267898,node/7824965239
Dr. H. Yogish Hospital,hospital,13.0737332,80.2268354,node/7824965240
Neuro Hospital,hospital,13.0713435,80.2625981,node/7824965241
Murugan Hospitals,hospital,13.0833684,80.234299,node/7824965243
Amrit Hospital,hospital,13.0811868,80.2520834,node/7824965244
Mercury Hospital,hospital,13.071832,80.260048,node/7824965245
Naz Unani Hospital,hospital,13.0850158,80.2699983,node/7824965246
Vembu Clinic,clinic,13.0750341,80.2684334,node/7824965247
S.K. Selvam Hospital,hospital,13.0761303,80.2694819,node/7824965249
Neuro Mind Care Clinic,clinic,13.079529,80.257646,node/7824965251
Apollo Hospital,hospital,13.0825738,80.2710331,node/7824965252
Dr. Sridharan Clinic,clinic,13.0763548,80.267103,node/7824965253
Kola Saraswathi Agarwal Samaj Health Centre,hospital,13.0813334,80.2553965,node/7824965254
"Psy Hub, Brain and Behaviour",clinic,13.0821498,80.2331613,node/7824965255
Dr. Sukumar's Skin Clinic,clinic,13.070275,80.2407506,node/7824965256
Dr. A Manivannan Clinic,clinic,13.0734625,80.2679228,node/7824965257
Demo Hospital,hospital,13.0844036,80.2454945,node/7824965258
Gremaltes Hospital,hospital,13.0793157,80.2290477,node/7824965259
Srl Hospital,hospital,13.0814203,80.2333756,node/7824965260
Dr. Sundar's Homoeopathic Clinic,clinic,13.0846937,80.2461467,node/7824965261
Periyar Maniammai Hospital,hospital,13.0811497,80.2620778,node/7824965262
Red Cross Hospital,hospital,13.074301,80.267569,node/7824965264
Kabeer Clinic,clinic,13.0756085,80.2693127,node/7824965265
Ponmalligai Hospitals,hospital,13.0768584,80.2339377,node/7824965266
V S Hospital,hospital,13.1216771,80.2236766,node/7825002779
Kottakkal Arya Vaidya Sala Clinic,clinic,13.1244332,80.2212904,node/7825002780
Iyyappa Multi Speciality Hospitals,hospital,13.1160443,80.2454243,node/7825002781
GK Hospital,hospital,13.113594,80.2394367,node/7825002782
Obg Health Point,clinic,13.1161848,80.2254809,node/7825002784
Spectrum Pediatric Therapy,clinic,13.1102844,80.230222,node/7825009785
Dr. Kleela Hospital,hospital,13.1155627,80.2457851,node/7825009786
Bluemed Healthcare,hospital,13.1297562,80.2172747,node/7825009787
Hiran Eye Retina Centre,clinic,13.1178155,80.2278922,node/7825009788
Annai Eye Clinic,clinic,13.1262133,80.2197712,node/7825009789
St. Joseph Cluny Hospital,hospital,13.1204837,80.2243993,node/7825009790
GM Nursing Home,clinic,13.116713,80.2239462,node/7825009791
Dr. A C Aruldas Hospital,hospital,13.1102652,80.2418486,node/7825009792
Dr. Rao's Clinic,clinic,13.1293965,80.2161334,node/7825009793
Child Care Clinic,clinic,13.1224029,80.2123936,node/7825009794
G.R Clinic,clinic,13.1207062,80.2251062,node/7825009795
Maayi Nursing Home,clinic,13.1175414,80.2286067,node/7825009796
Bharathiraja Hospitals,hospital,13.1300779,80.216941,node/7825009797
Kolathur Multi Speciality and Research Centre,hospital,13.1222839,80.2160951,node/7825009798
Arul Childs Hospital,hospital,13.1185,80.2258076,node/7825009799
American Dental Care,clinic,13.1272226,80.2174972,node/7825009800
Jaya Eye Clinic,clinic,13.116675,80.224138,node/7825009801
KCK Hospital,hospital,13.129071,80.2159086,node/7825009803
Sugar Hospital,hospital,13.121994,80.2236309,node/7825009805
Retteri Kumaran Hospital,hospital,13.129869,80.214109,node/7825009807
Elangovan ENT Surgeon,clinic,13.1171076,80.2269961,node/7825009809
Cure Plus Clinic,clinic,13.1260152,80.2191464,node/7825009813
Sugam Ortho Clinic,clinic,13.12251,80.2221769,node/7825009814
Government Hospital,hospital,13.1093369,80.2312849,node/7825009815
K.H.M. Hospital,hospital,13.129327,80.2152624,node/7825009816
Sankar Eye Hospital,hospital,13.1131038,80.2404022,node/7825009817
Sendoor Clinic,clinic,13.116533,80.2250502,node/7825009818
Niranjana Hospital,hospital,13.1101477,80.2244516,node/7825009819
Parvatham Hospital,hospital,13.1148422,80.2441515,node/7825009820
Akshita Speciality Clinic,clinic,13.1277489,80.2168565,node/7825009821
