name,type,latitude,longitude,osm_id
"Vasan Eye Care Hospital, Theni",hospital,10.0190208,77.47997,node/6915201231
B G Hospital,hospital,8.5099294,78.1177631,node/6915201493
K N Children Hospital,hospital,11.0964068,77.3495315,node/6915202963
"Prabhu Nursing Home, Tiruchirappalli",clinic,10.7941186,78.6789912,node/6915207893
Lysander Hospital,hospital,9.5869307,77.9519463,node/6915211088
Sriram Dental Clinic and Orthodontic Centre,clinic,12.9850289,80.1891057,node/6915211726
Padma Hospital,hospital,8.1708572,77.4400782,node/6915215712
Annai Nursing Home,clinic,9.4525477,77.7908796,node/6915217997
Vinodh Hospital,hospital,8.3023864,77.2225758,node/6915218700
Deepam Muthu Hospital,hospital,13.0995855,80.2605303,node/6915218991
LK Hospitals,hospital,12.9701347,80.1480083,node/6915219120
M.K. Nursing Home,clinic,13.1217763,80.2858047,node/6915222815
Amirtham Hospital,hospital,11.981994,78.248038,node/6915223373
George Mission Hospital,hospital,8.169484,77.4365102,node/6915226941
Devibala Maternity,hospital,12.971439,80.1378152,node/6915231638
Vekateshwara Hospitals,hospital,8.7103302,77.7517073,node/6915252063
St.Marys Hospital,hospital,8.2730496,77.1433876,node/6915292937
Padmini Nursing Home,clinic,13.0727703,80.2343653,node/6915323752
Mallika Nursing Home,clinic,10.9627735,76.9574609,node/6915358911
A.S.A Hospital,hospital,12.9370042,79.1629033,node/6915394481
S K M Siddha and Ayurvedha Hospital,hospital,11.2595707,77.7866565,node/6915397863
S K Nursing Home Pvt Ltd,hospital,12.9289316,80.1170864,node/6915413133
Aishwaryam Nature Cure Hospital and Yoga Centre,hospital,11.6826829,78.1758846,node/6915421475
"K G Hospital, Karur",hospital,10.9555161,78.0771773,node/6915453268
"Shiva Hospital, Tirunelveli",hospital,8.5134522,77.5574161,node/6915460082
Malligai Hospital,hospital,13.1238765,80.2899749,node/6915463333
Veeku Hospital,hospital,11.0150799,76.9517022,node/6915464620
D.R.R. Eye Hospital,hospital,13.0459064,80.1136042,node/6915520031
Deepam Hospital,hospital,12.9294095,80.1174378,node/6915563707
TPN Hospital,hospital,11.3273279,77.6928516,node/6915787935
Stephen Nursing Home,clinic,10.8211282,78.6764592,node/6915796857
Raja Annamalai Puram Dispensary No.6,clinic,13.0213249,80.2596237,node/6915804195
Gvn Hospital,hospital,10.824368,78.6952212,node/6915805222
Joseph Eye Clinic,clinic,13.0813437,80.2588713,node/6915813496
Visaalam Hospitals,hospital,11.3651528,77.747808,node/6915825172
Kanthimathi Nursing Home,clinic,8.7251366,77.6877507,node/6915828970
Huma Specialists Hospital and Research Centre Pvt Ltd,hospital,13.0282655,80.235353,node/6915836812
Dr Radha Rajendran Nursing Home Pvt Ltd,clinic,13.0057455,80.2044077,node/6915842017
Regina Nursing Home,clinic,13.0863886,80.2339844,node/6915850074
A.V. M. Hospital,hospital,8.8017177,78.1375699,node/6915858053
Pius Hospital,hospital,8.2736826,77.1447462,node/6916013275
"National Hospital, Erode",hospital,11.3344445,77.7181099,node/6916018234
The Surgical Clinic and Nursing Home,clinic,13.028161,80.2681853,node/6916036301
Divya Hospital,hospital,12.9644392,80.187601,node/6916036803
Dr Suresh Eye Clinic,clinic,8.3091915,77.2121689,node/6916060196
Adi Bhagavatpada Cardiac and Dialysis Hospital,hospital,12.8396162,79.7035508,node/6916079972
"Vasan Eye Care Hospital, Tirunelveli",hospital,8.7331477,77.7220957,node/6916094871
Anandh Hospital,hospital,9.3705264,78.8337466,node/6916123677
"Vasan Eye Care Hospital, Srirangam",hospital,10.8566222,78.6919583,node/6916124429
"Vasan Eye Care Hospital, Karur",hospital,10.9608117,78.0665959,node/6916125397
Sree Mohan Hospital,hospital,10.0088516,77.4800089,node/6916128325
Balaji Nursing Home - Chennai,clinic,12.9959072,80.2586031,node/6916164281
"Vasan Eye Care Hospital, Thanjavur",hospital,10.7800915,79.1395774,node/6916168928
"Vasan Eye Care Hospital, Thirunagar,Madurai",hospital,9.8809556,78.0624036,node/6916170044
Noor`S Hospital,hospital,13.1418442,80.2485046,node/6916178396
"Vasan Eye Care,Annamalai Nagar",hospital,10.8281504,78.6848478,node/6916179823
"Vasan Eye Care Hospital, Pudukkottai",hospital,10.3872777,78.823003,node/6916192079
"Vasan Eye Care Hospital, Pollachi",hospital,10.6643938,77.0057119,node/6916194406
"Vasan Eye Care Hospital, Perambur",hospital,13.1177888,80.2287099,node/6916205172
"Vasan Eye Care Hospital, Ramanathapuram",hospital,9.3674301,78.8297032,node/6916208793
Pranav Clinic,hospital,11.0631074,76.9985509,node/6917388569
Getwel Dental Clinic,clinic,13.0247168,80.1493795,node/6925987220
Garnett Memorial Eye Hospital,hospital,11.3020423,76.9400816,node/6925987225
Ramana Clinic And Nursing Home,clinic,12.9815305,80.2207484,node/6926045316
Devadoss Multispeciality Hospital,hospital,9.9579038,78.1541292,node/6926045317
Sri Sai Krs Hospital,hospital,13.0379757,80.2162984,node/6926045326
Grace Medical Centre,hospital,13.1197159,79.9132325,node/6926049936
Grace Hospital and Nursing Home,hospital,8.3321736,77.1732165,node/6926049946
Grace And Compassion Hospital,hospital,12.2360625,79.0811013,node/6926049951
Gowtham Hospital,hospital,10.962127,76.9556397,node/6926049956
"Gowri Nursing Home, Kanchipuram",hospital,12.9779713,80.1883923,node/6926049961
Gowri Nursing Home,clinic,9.905298,78.1060284,node/6926049962
Gopalapuram Dispensary,clinic,13.0490968,80.2576214,node/6926049968
Gomathi Hospital,hospital,9.5073469,78.0926912,node/6926049983
Christudas Orthopaedic Speciality Hospital,hospital,12.9214137,80.127482,node/6926055599
Satish Eye Hospital,hospital,13.0813959,80.2469972,node/6926055600
Kamala Mother and Child Hospital,hospital,10.3781545,77.9667963,node/6926055601
"St Lukes Hospital, Coimbatore",hospital,11.0335424,77.0376261,node/6926055606
"Bharathi Hospital, Rajapalayam",hospital,9.4415754,77.557797,node/6926055910
Uma Eye Clinic Pvt.Ltd,clinic,13.0854776,80.2034474,node/6926055919
"A.K. Hospital, Chennai",hospital,13.0741442,80.220515,node/6926055920
Gajanan Hospitals Pvt Ltd,hospital,12.9264396,80.1117714,node/6926055921
Ammayi Eye Hospital,hospital,13.0331935,80.2159045,node/6926055922
K.M. Speciality Hospital,hospital,13.0379671,80.2013517,node/6926055923
G.D Hospital,hospital,11.0961997,79.6446992,node/6926055924
G.K Hospital,hospital,12.9596389,79.2987596,node/6926055930
Subha Hospital,hospital,13.1113868,80.2923493,node/6926060954
"Golden Hospital, Ariyalur",hospital,11.1408202,79.0755303,node/6926068988
Gnanadurai Hospital,hospital,9.4513319,77.7946226,node/6926068997
Global Medical Center & Hospital,hospital,11.6867049,78.1186697,node/6926069002
K.B.N. Nursing Home,clinic,11.344835,77.7310771,node/6926070199
Apollo Cosmetic Clinic,clinic,13.0177421,80.2712363,node/6926072169
I Care Eye Care Eye Institute,hospital,12.943659,80.1437791,node/6926082101
Abhi Eye Hospital,clinic,11.6641165,78.1457788,node/6926089519
"St. Luke Hospital, Kanniyakumari",hospital,8.2439412,77.174223,node/6926107776
Radhatri Nethralaya,hospital,13.0339283,80.2394965,node/6926107781
E.S. Hospital,hospital,11.9365519,79.4849506,node/6926112606
Sayee Hospitals,hospital,12.8881721,80.0259362,node/6926113511
P.G.Hospital,hospital,11.3573296,77.1656985,node/6926118196
Giri Hospital,hospital,9.45035,77.7961647,node/6926118201
"S M Hospital, Chennai",hospital,13.0400969,80.2044211,node/6926118208
Santhi Hospital & Santhi Jananam Fertility Centre Hosur,hospital,12.7488623,77.8058879,node/6926159614
Cu Shah Sankara Netralaya,hospital,13.0012687,80.2001283,node/6926173267
"Dr Agarwal's Eye Hospital, Vannarpet",hospital,8.726199,77.7220716,node/6926175049
Subiksha Nursing Home,clinic,13.1118191,80.2419198,node/6926176409
Nithilaa Nursing Home,clinic,9.9013802,78.0943602,node/6926183078
Kumaravel Hospital,hospital,8.1740293,77.4348626,node/6926188824
Aashiana Hospital,hospital,13.0924039,80.2090184,node/6926280322
Vivekananda Eye Hospital,hospital,12.2252823,79.0812448,node/6926361733
Cethar Healthcare Services Private Limited.,hospital,10.8239853,78.684353,node/6926363335
Indira Seshadri Nursing Home,clinic,10.8043669,78.6737515,node/6926368244
SMV Nursing Home,clinic,13.0473231,80.2127641,node/6926368877
Sri Guru Hospital Pvt Ltd,hospital,11.0264336,76.9423118,node/6926369631
Ananthagiri Hospital,hospital,10.8261601,78.6850718,node/6926383839
"Ayesha Hospital, Kilpauk",hospital,13.0847009,80.2498054,node/6926411928
Narayana Hrudayalaya Superspecialty Clinic,clinic,12.7264081,77.8242952,node/6926417861
Fathima Nursing Home,clinic,13.1272912,80.2461,node/6926421019
Frontline Eye Hospital,hospital,13.0323531,80.2517212,node/6926437405
Friends Eye Hospital,hospital,10.8128412,78.6744489,node/6926437407
Fousiya Hospital,hospital,13.0477722,80.2744473,node/6926437416
Dr Issac Bone Speciality Hospital,hospital,8.3087934,77.2174005,node/6926437417
Dr. G. Viswanathan Speciality Hospitals,hospital,10.824096,78.6999379,node/6926437423
Hande Hospital,hospital,13.0764653,80.2274586,node/6926437428
Hameed Hospital,hospital,12.2238314,79.0676714,node/6926437433
Halsted Surgical Clinic,clinic,13.0780413,80.2415872,node/6926437438
Habiba Speciality Hospital,hospital,9.9190228,78.154154,node/6926437439
H. S. Hospital,hospital,11.0418035,76.9477855,node/6926437444
Gv Ortho Centre,hospital,9.4532978,77.5571707,node/6926437449
Dr Gurusekaran Hospital Pvt Ltd,hospital,13.0374924,80.2381137,node/6926437454
Guna Sundari Bose Hospital,hospital,9.914115,78.1333159,node/6926437455
Guindy Dispensary,clinic,13.010217,80.2217737,node/6926437460
Gugan Hospital,hospital,10.9601178,78.0691481,node/6926437461
Graham Nursing Home,clinic,9.4513491,77.792092,node/6926437466
Grace Nursing Home,clinic,10.4255261,79.3197361,node/6926437471
Grace Multipeciality Hospital,hospital,12.9569773,80.1867561,node/6926437476
"Mahalakshmi Nursing Home, Cuddalore",clinic,11.5392988,79.4912553,node/6926467258
Karur Nursing Home,clinic,10.9615319,78.0769278,node/6926476829
Kauvery Hospital,hospital,8.7336063,77.7231109,node/6926494037
G.V.N. Insitute Of Medical Sciences Dr. Pankajm Si,hospital,10.8529238,78.7021722,node/6926494038
G.V Hospital,hospital,11.1038785,79.6508682,node/6926494050
G. R. Hospital & Fertility Centre,hospital,12.9952982,80.2068955,node/6926494055
G.K.M. Surgical Hospital,hospital,10.7885019,78.6666074,node/6926494056
G V Jayam Hospital,hospital,11.6688355,78.1812698,node/6926494062
G K M Hospital Pvt Ltd,hospital,13.0899919,80.2585199,node/6926494067
Abdul Khadir Hospital,hospital,8.1614014,77.4439332,node/6926687284
Star Hospitals,hospital,9.4517764,77.793484,node/6926783605
Starlight Hospitals Pvt Ltd,hospital,12.9864526,80.2601581,node/6926808792
Kaliappa Renal Center,hospital,13.0274616,80.2566481,node/6926953017
K P Childrens Hospital And Neuro Centre,hospital,12.9911179,80.1986745,node/6926953024
Hariharan Hospital,hospital,11.4523578,77.4299287,node/6926955632
Harley Rram Nursing Home,clinic,9.9255474,78.1147201,node/6926973390
"Harshitha Hospital, Virudhunagar",hospital,9.8724258,78.1086101,node/6926984476
"Kalyani Gajendran Hospital, Thirupathur",hospital,12.4930484,78.5680725,node/6927001630
Kalyani Kidney Care Centre,hospital,11.3383604,77.7080879,node/6927036842
"Mangalam Hospital, Tiruvallur",hospital,13.050709,80.0960022,node/6927054448
Arul Siddha Clinic,hospital,11.3241935,77.7415856,node/6927100541
Ayur Kshetra ( A Unit Of Institute Of Ayurvedic Research Pvt Ltd),hospital,13.0760812,80.2107431,node/6927267098
Kanagamani Hospital,hospital,9.3645309,78.8327032,node/6927275212
"Malar Hospital, Muthur",hospital,11.0438049,77.7361156,node/6927279575
Krishna Eye And Ent Hospitals,hospital,13.0343985,80.2339764,node/6927292449
Vishnu Eye Clinic and Laser Foundation,hospital,13.0842894,80.2230605,node/6927308315
Saroja Poly Clinic,clinic,9.9002236,78.1213801,node/6927322289
Fathimah Eye Clinic,clinic,13.0290932,80.2775791,node/6927326555
Dr Agnes' Joseph Hospital,hospital,8.7249749,77.7309939,node/6927326944
Kamalam Nursing Home,clinic,12.1318108,78.1589049,node/6927333619
Amudha Poly Clinic & Hospital,hospital,11.5053476,77.2466406,node/6927339310
Ramamurthy Hospital,hospital,8.1778783,77.4311853,node/6927340827
Amba Hospital,hospital,9.9498205,78.1273808,node/6927358307
Kanaga Hospital,hospital,13.0099884,80.1223294,node/6927359623
Amar Speciality Hospital,hospital,9.5048721,78.1029144,node/6927363055
"Santhigiri Ayurveda and Siddha Hospital, Chennai",hospital,13.0476871,80.2646568,node/6927380447
Alamelu Balaji Hospital (P) Ltd. - Tirupur,hospital,11.1139918,77.3222896,node/6927545530
Alagananda Hospital,hospital,11.7199308,79.7694708,node/6927559650
Al Ameen Nursing Home,clinic,10.8074646,78.6873496,node/6927581292
Akshayaa Hospitals,hospital,9.9372291,78.1255804,node/6927604831
Vijaya Heart Foundation - Vijaya Hospital,hospital,13.054729,80.2110462,node/6927647007
Santhosham Hospital,hospital,10.5826962,77.2531664,node/6927670945
Santhya Hospitals,hospital,9.9325924,78.1095073,node/6927702286
Vijaya Hospital,hospital,10.3711985,77.970941,node/6927737222
Santosh Hospital Pvt Ltd,hospital,12.995229,80.2691898,node/6927769046
Dr. Agarwal's Eye Hospital Ltd. - Erode,hospital,11.3421842,77.7173066,node/6928030145
Dr. Agarwal's Eye Hospital,hospital,13.1162231,80.0967247,node/6928030150
"Dr. Agarwals Eye Hospital , Dharmapuri",hospital,12.1252773,78.1582779,node/6928039756
"Dr.Agarwal's Eye Hospital Ltd., Anna Nagar",hospital,13.0847414,80.2219681,node/6928042666
Athipathi Hospital and Research Centre,hospital,12.9762711,80.2222002,node/6928094720
Aswin Hospitals,hospital,10.3612503,77.9830089,node/6928096944
Sanjay Surgical Hospital,hospital,10.4542017,77.5138074,node/6928122946
"Dr. Agarwals Eye Hospital Ltd., Krishnagiri",hospital,12.5202697,78.2189856,node/6928130929
"Giri Thangam Hospital,Colachal",hospital,8.1799777,77.2625837,node/6928140338
Girish Clinic and Nursing Home,clinic,10.8192801,78.6847901,node/6928160203
Dr. Anto Ent Head and Neck Hospital,hospital,8.188014,77.427046,node/6928166792
Girishwari Hospital Pvt Ltd,hospital,13.0349787,80.2519137,node/6928167787
Gitanjali Medical Center - Tiruchirapalli,hospital,10.8139583,78.6750819,node/6928235796
Gl Hospital,hospital,11.6742597,78.1379092,node/6928277851
Vedanayagam Hospital (P) Limited,hospital,11.0144375,76.9504979,node/6928304820
"SKS Hospital, Perambalur",hospital,11.235246,78.876029,node/6928312065
Sri Kumaran Multi Speciality Hospital,hospital,13.1152895,80.2923614,node/6928327073
Sri Kumaran Hospital,hospital,12.9278474,80.1118621,node/6928330765
Dr. J. Mathias Hospital,hospital,8.1807489,77.4186011,node/6928330849
Ezhilarasu Children and Specialities Hospital,hospital,8.1803507,77.4370171,node/6928330854
Dr. Arvind Vision Care,hospital,13.0840124,80.1691809,node/6928330859
Dr.K.M. Nallaswamy Hospital,hospital,11.3367022,77.7184211,node/6928384696
Dr. K Ravi Eye Care,hospital,13.0407013,80.2618016,node/6928384708
"SKS Hospital, Chennai",hospital,13.0896987,80.1877418,node/6928444701
"Vidya Hospital, Salem",hospital,11.6612361,78.1534365,node/6928469157
Dr. K.K. Surgical and Paediatric Centre Pvt Ltd,hospital,12.9220372,80.1382443,node/6928481484
"SKG Hospital, Madurai",hospital,9.8277052,77.9897976,node/6928514011
Siva Meds Multispeciality Hospital,hospital,10.6633006,77.0100774,node/6928561478
"Vidhya Nursing Home, Kanchipuram",clinic,12.6998033,79.9742769,node/6928568060
VGM Hospital,hospital,10.9986666,77.0143291,node/6928594608
"Vidhya Hospital, Theni",hospital,10.0006289,77.467711,node/6928605817
"Venkateswara Hospital, Madurai",hospital,9.9256637,78.1327808,node/6928682353
Venkateshwara Hospital,hospital,10.0070845,77.3463812,node/6928720847
Madras Ent Research Foundation,hospital,13.0268688,80.2541439,node/6928727073
"Krishna Hospital, Nagapattinam",hospital,11.0971261,79.6534498,node/6928727074
St. Joseph's Speciality Hospital,hospital,11.761611,78.0522344,node/6928727079
Dr. Muthu's Ortho Centre-Coimbatore,hospital,11.0026291,77.0406497,node/6928752789
Dr. Murugesan Hospital,hospital,11.736166,78.9650072,node/6928752794
Dr. Mohans Mv Diabetes Specialities Centre - Chennai,hospital,13.0541946,80.257671,node/6928752799
Dr. Meera Nursing Home,clinic,13.086608,80.2468979,node/6928752800
Dr. Ramadoss Hospital,hospital,12.2292995,79.6496719,node/6928756291
Dr. R.K. Nursing Home,clinic,10.7807555,79.1317065,node/6928756296
Dr. Nambiyappan Hospitals,hospital,8.7282285,77.7232289,node/6928756297
Annalekshmy Nursing Home,clinic,8.3879784,77.6096937,node/6928760479
Chettinad Super Speciality Hospital,hospital,12.9109406,80.228211,node/6928779096
Saraswathi Nursing Home,clinic,11.6746327,78.1520981,node/6928788533
Dr.Bhats Eye Hospital,hospital,13.1185204,80.1523131,node/6928800365
Jayasankara Hindu Mission Hospital,hospital,11.9389551,79.4898878,node/6928805899
Surya Multispeciality Hospitals Ind Pvt Ltd,hospital,12.7329337,77.8259093,node/6928806172
Sri Jothi Hospitals,hospital,11.3217208,77.7275956,node/6928806237
Sri Harsha Ent Centre,clinic,9.925953,78.1405404,node/6928812925
Sree Abishek Hospitals,hospital,11.0430968,76.9241157,node/6928817376
Arul Mission Hospital,hospital,8.3982553,77.6156697,node/6928834005
"Surya Hospital, Namakkal",hospital,11.2178506,78.1660375,node/6928839614
Nithya Hospital,hospital,12.1244251,78.1587231,node/6928851171
Sree Andal Hospital,hospital,11.0560065,77.0164575,node/6928852611
Nithish Ge And Multi Speciality Hospital,hospital,11.6636554,78.1457305,node/6928858576
Nivaren Maternity Clinic,clinic,13.0828407,80.1800171,node/6928859584
"Nishant Hospital, Erode",hospital,11.3365931,77.7179866,node/6928872829
Lifeline Rigid Hospital,hospital,13.0780204,80.2336988,node/6928878284
"A.J. Hospital, Tirunelveli",hospital,8.7195843,77.7321111,node/6928879663
Dr. Srinivasan Hospital,hospital,11.1008372,79.6522669,node/6928899354
Dr. Soodamani Hospital,hospital,11.6757031,78.14473,node/6928899359
Dr. Seshiah Diabetes Research Institute and Dr. Balaji Diabetes Care Centre,hospital,13.0748591,80.2299839,node/6928899364
Dr. Ramaswamy Hospital,hospital,11.4249065,77.5535658,node/6928899365
Dr.Kamakshi Memorial Hospital,hospital,13.0022187,80.2520867,node/6928920472
Dr.Duraiswami Eye Hospital,hospital,13.034051,80.2279374,node/6928920473
Dr. Chidhambaram Memorial Hospital,hospital,9.906092,78.1074862,node/6928920474
Dr.A. Ansari Hospital,hospital,10.7660855,79.8407257,node/6928936143
Dr.Agarwals Eye Hospital,hospital,12.9832681,80.2176077,node/6928936148
"Dr.Agarwal's Eye Hospital Ltd, Nanganallur",hospital,12.9827844,80.1891661,node/6928936149
"Dr.Agarwal Eye Hospital, Neyveli",hospital,11.5380531,79.4828224,node/6928936155
Dr. Udhaya Rajas Dental Centre,hospital,13.0465492,80.2422899,node/6928936160
Theepa Nursing Home,clinic,12.2344465,79.072651,node/6929038973
"Priya Hospital, Dindigul",hospital,10.4485636,77.5314268,node/6929045563
Kohila Hospital,hospital,10.0297813,77.4810764,node/6929094511
National Institute Of Siddha Department Of Ayush,hospital,12.9393262,80.1279768,node/6929229178
Voluntary Health Services Medical Centre,clinic,13.0027257,80.2469087,node/6929234791
Subramaniam Nursing Home (Kidney Centre),clinic,8.736445,77.7118262,node/6929243677
"AG Eye Hospital, Puthur",hospital,10.8118335,78.6801553,node/6929244828
Dhanvantari Eye Care,hospital,13.0973284,80.1942193,node/6929250392
Sri Bala Nursing Home,hospital,13.1183119,80.2318051,node/6929255218
Universal Hospital,hospital,11.3411046,77.7185217,node/6929256873
"Anand Hospital, Chennai",hospital,13.1638346,80.2581659,node/6929257550
Lakshmi Hospital,hospital,13.0314888,80.2218689,node/6929259906
Sabeena Hospital,hospital,8.706572,77.7257247,node/6929263253
Aarthi Priyas Tooth Care Clinic,clinic,12.9743958,80.2200463,node/6929264393
Janet Hospital,hospital,10.8142797,78.6801285,node/6929264998
நந்தினி மருத்துவமனை,hospital,12.9327959,80.2315475,node/6929266356
The Arya Vaidya Chikitsalayam and Research Institue,hospital,10.9958401,76.9915813,node/6929292296
B.M. Silver Jubilee Multi Speciality Hospital,hospital,12.9646856,80.1522294,node/6929359056
Bharathirajaa Hospital and Research centre,hospital,13.0480981,80.245015,node/6929359057
Be Well Hospitals,hospital,10.3763697,78.8247525,node/6929359058
Beent Hospital,hospital,12.6882286,79.9789613,node/6929359063
Bejan Singh Eye Hospital,hospital,8.189007,77.4150471,node/6929359068
Bethany Health Care Centre,hospital,13.0699812,80.2444142,node/6929359073
Bethesda Hospital and Child Care Centre,hospital,12.9217796,80.1450997,node/6929359074
Bgm Hospital,hospital,9.9662327,78.1359941,node/6929359079
Bhagwan Mahaveer Eye Hospital,hospital,13.1105084,80.2917197,node/6929359084
Bhanu Clinic,clinic,9.3697205,78.8270357,node/6929372889
Bharani Nursing Home,clinic,13.1102609,80.2376792,node/6929372894
Bharath Hospital,hospital,12.9823277,80.1937835,node/6929372896
"Bharathi Hospital, Salem",hospital,11.6492647,78.1204131,node/6929372897
Bharathi Mission Hospital,hospital,10.3553612,77.9790004,node/6929372902
Joseph Eye Hospital,hospital,11.2353342,78.8724804,node/6929386151
Snr Eye Hospital,hospital,10.5858983,77.2529264,node/6929386713
"Ls Hospital, Thirupathyur",hospital,12.4921698,78.567654,node/6929388075
Andrews Hospital,hospital,9.9396359,78.1278871,node/6929398067
Trinity Acute Care Hospital - Chennai,hospital,13.0382607,80.2582785,node/6929398895
"Vinayagam Laser Hospital, Madurai",hospital,9.9211827,78.1160666,node/6929421326
Csi Jayaraj Annapackiam Mission Hospital,hospital,8.7188725,77.7363248,node/6929592135
Be Well Hospital,hospital,8.7877394,78.1408328,node/6929592140
Balasundaram - Shyamala Hospital,hospital,8.1867941,77.4352831,node/6929592145
Balamurugan Hospital,hospital,11.7383812,78.9767271,node/6929592150
Balamani Hospital,hospital,10.3872105,78.8210048,node/6929592155
Balakrishna Eye Hospital,hospital,13.0274436,80.2269866,node/6929592168
"Balaji Hospital, Thuraiyur",hospital,11.1461716,78.5937211,node/6929592169
Balaji Hospital (Multi Speciality Hospital Chengalpattu),hospital,12.6885223,79.9820948,node/6929592178
Balagandhara Varma Nursing Home and Research Center,clinic,12.9378832,80.2082151,node/6929592183
Bagdi Nursing Home,clinic,13.0533846,80.2374941,node/6929592184
Dr Rabindran's Health Care Center,hospital,13.1190773,80.1504859,node/6929599461
Babu's Maternity Hospital,hospital,12.9294917,80.1194769,node/6929625889
Babu Hospital,hospital,8.3422875,77.2150375,node/6929625890
B.S.S. Hospital,hospital,13.026013,80.2655232,node/6929625895
B.S. Hospital,hospital,12.9343227,80.1384374,node/6929625900
B.R.S. Hospital Pvt. Ltd.,hospital,13.0519442,80.2454831,node/6929625901
"B.R.Hospital, Tiruttani",hospital,13.1775621,79.6115074,node/6929625902
Ppk Hospital,hospital,8.306568,77.2225048,node/6929665926
"Krithika Hospital , Tiruppur",hospital,11.0958666,77.337589,node/6929685629
Harvey Healthcare Limited,hospital,13.037303,80.2558136,node/6929731466
"Chitra Hospital, Virudhunagar",hospital,9.4444885,77.5519471,node/6929731467
Chitra's Ent Laser Hospital,hospital,13.0518247,80.2476483,node/6929737121
"Christian Hospital, Theni",hospital,10.1199465,77.5498281,node/6929737122
"City Hospital, Miller Puram",hospital,8.7960917,78.1250815,node/6929737132
City Hospital,hospital,10.372647,77.9877242,node/6929737137
Ck Hospital,hospital,11.3326562,77.7282011,node/6929737142
Cm Hospital,hospital,11.2136963,78.1680022,node/6929737147
Csi Multi Speciality Hospital,hospital,12.8353173,79.7070212,node/6929737161
Kps Hospitals Pvt Ltd,hospital,11.3003873,76.9402459,node/6929921348
Das Nursing Home,clinic,12.9893694,80.1422824,node/6929922974
Sri Vasavi Hospital,hospital,12.2289221,79.0661976,node/6929923096
Kovai Ent Hospital and Research Centre,hospital,11.041741,76.9835246,node/6929951553
Kottakkal Arya Vaidya Sala,hospital,13.0395483,80.2313016,node/6929969774
Koushikha Hospital,hospital,10.9589868,76.9788824,node/6929976817
C.U. Shah Clinic And Diagnostic Center,clinic,13.0863304,80.2583543,node/6930010121
JSP Hospital,hospital,12.6976172,79.972524,node/6930019969
Parkkavan Hospital,hospital,10.8761608,78.7073864,node/6930027723
Vasantham Hospital,hospital,8.1865393,77.4292481,node/6930048373
Sumathi Nursing Home,clinic,11.9398523,79.489772,node/6930048867
Kongu Nursing Home,clinic,11.3783065,77.8961134,node/6930057099
Thayammal Hospitals,hospital,11.6237472,78.1177631,node/6930080460
"Rohit Hospital, Tiruvallur",hospital,13.1512288,80.2998984,node/6930080547
"Kiruba Hospital, Mettupalayam",hospital,11.2998948,76.9330971,node/6930111461
Jcb Hospitals,hospital,10.3663722,77.9774366,node/6930128237
Je Nesam Hospital,hospital,13.0405732,80.2146873,node/6930163091
Chennai Meenakshi Multispeciality Hospital Ltd,hospital,13.0376198,80.2619625,node/6930163175
Chennai Skin Foundation and Yesudian Research Institute,hospital,13.0210394,80.2592924,node/6930188138
Chidambaram Hospital,hospital,8.3321961,77.8637297,node/6930351828
Cheran Hospital,hospital,11.3680302,77.7481976,node/6930352206
Chettinad Hospital,hospital,12.7971558,80.2175961,node/6930405963
Jeeva Hospital,hospital,12.523671,78.2175399,node/6930461727
Chinnammal Ent Hospital,hospital,13.0459338,80.1131429,node/6930464973
Jeganath Hospital,hospital,10.3663887,77.9756235,node/6930467495
Dr.Mu.Va.Hospital,hospital,13.0743327,80.228278,node/6930467954
Chinniampalayam Venkateshwara Hospital,hospital,11.0545152,77.0652106,node/6930487814
Cholayil Sanjeevanam Ayurveda,hospital,13.0844527,80.1798642,node/6930489015
Adithya Netharalaya,hospital,10.0846585,78.7797806,node/6931010035
"Vandana Hospital, Tiruvallur",hospital,13.1456863,80.2927141,node/6931010523
Annai Clinic,clinic,10.3596791,77.9666622,node/6931058788
Rohini Hospital,hospital,10.7686164,79.1312465,node/6931099855
Dr.Morris Mathias Hospital,hospital,8.180425,77.4192689,node/6931211983
Swathi Hospital,hospital,11.1074356,79.6488243,node/6931400845
Dr.Kumar'S Ortho Clinic,clinic,12.9512606,80.1384495,node/6931435323
Mysaan Hospital,hospital,13.0641326,80.2705644,node/6931566251
V H M Hospitals Pvt Ltd,hospital,13.0462892,80.1979979,node/6931658649
Tilak Hospitals,hospital,10.8264703,78.6795866,node/6931699129
Ritherdon Nursing Home,clinic,13.0815684,80.2587748,node/6931772821
Robin and Robin Health Care,hospital,13.0807741,80.1989025,node/6931772941
Anto Nursing Home,clinic,9.8874744,78.0517184,node/6931785948
Kumaran Poly Clinic,clinic,11.2233138,78.1639212,node/6931839053
Rishi Nethralaya,hospital,11.6644593,78.1583409,node/6931858186
Pratheep Nursing Home,clinic,8.270248,77.2484833,node/6931978434
Richmond Hospital,hospital,10.9946605,76.9793813,node/6932012014
N.V.K Hospital,hospital,10.5357363,79.635931,node/6932019884
Rengasri Child Care Clinic,clinic,10.8594112,78.6924398,node/6932045274
"Ponni Hospital, Coimbatore",hospital,10.9955604,77.2887151,node/6932045300
K.R.Nursing Home,clinic,10.4201645,79.3201719,node/6932047141
K. M. T. Hospital,hospital,8.5571707,78.1214981,node/6932058497
Razack Hospital,hospital,8.5663079,78.1125006,node/6932068433
West Madras Medical Centre,hospital,13.0850496,80.215956,node/6932068862
Siva Polyclinic and S L Hospital,clinic,9.9381168,78.1260337,node/6932075314
